name,division,class_name,order_name,family,sub_family,tribe,genus,authority
baccata,Div4,Cls7,Himantandraceaeord,Himantandraceae,,,Galbulimima,a1215
vulgaris,Div4,Cls7,Hipparidaceaeord,Hipparidaceae,,,Hipparis,a12547
pulchellum,Div4,Cls7,Hookeriaceaeord,Hookeriaceae,,,Distichophyllum,a9436
dentatum,Div4,Cls7,Hookeriaceaeord,Hookeriaceae,,,Pterygophyllum,a3307
tenella,Div4,Cls7,Hookeriaceaeord,Hookeriaceae,,,Sauloma,a11528
crenata,Div4,Cls7,Hydrangeaceaeord,Hydrangeaceae,,,Deutzia,a2872
febrifuga,Div4,Cls7,Hydrangeaceaeord,Hydrangeaceae,,,Dichroa,a4186
chinensis,Div4,Cls7,Hydrangeaceaeord,Hydrangeaceae,,,Hydrangea,a2303
macrophylla,Div4,Cls7,Hydrangeaceaeord,Hydrangeaceae,,,Hydrangea,a6847
grandiflorus,Div4,Cls7,Hydrangeaceaeord,Hydrangeaceae,,,Philadelphus,a5026
lemoinei,Div4,Cls7,Hydrangeaceaeord,Hydrangeaceae,,,Philadelphus,a6327
canadensis,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Elodea,a1967
ovalis,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Halophila,a8288
verticillata,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Hydrilla,a12305
guadalupensis,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Najas,a5099
tenuifolia,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Najas,a11564
alismoides,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Ottelia,a340
ovalifolia,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Ottelia,a8283
australis,Div4,Cls7,Hydrocharitaceaeord,Hydrocharitaceae,,,Vallisneria,a1131
bauerianum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Cephalomanes,a1326
caudatum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Cephalomanes,a2178
obscurum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Cephalomanes,a8027
proliferum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Crepidomanes,a9286
saxifragoides,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Crepidomanes,a10373
venosum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Crepidomanes,a12251
atrovirens,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a958
australe,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a1047
baileyanum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a1235
bivalve,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a1502
crispatum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a2900
cupressiforme,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a3017
demissum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a3264
dilatatum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a3443
feegeense,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a4187
flabellatum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a4321
marginatum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a6968
moorei,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a7471
multifidum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a7563
peltatum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a8714
pulcherrimum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a9442
rarum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a9773
villosum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Hymenophyllum,a12363
caudata,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Macroglena,a2172
venosum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Polyphlebium,a12252
lyallii,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Sphaerocionium,a6770
malingii,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Sphaerocionium,a6935
brevipes,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a1687
erosum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a3971
kraussii,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a5982
liberiense,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a6441
meifolium,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a7085
membranaceum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a7122
pyxidiferum,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a9606
scandens,Div4,Cls7,Hymenophyllaceaeord,Hymenophyllaceae,,,Trichomanes,a10416
flabellatum,Div4,Cls7,Hymenophytaceaeord,Hymenophytaceae,,,Hymenophyton,a4322
androsaemum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a512
brachyphyllum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a1603
calycinum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a1899
canadense,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a1956
chinense,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a2288
cistifolim,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a2409
crux-andreae,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a2933
densiflorum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a3282
denticulatum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a3327
dolabriforme,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a3598
dolabriiforme,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a3599
drummondii,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a3641
elodes,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a3833
galioides,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a4635
gentianoides,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a4680
gramineum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a4979
japonicum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a5849
kouytchense,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a5978
maculatum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a6883
myrtifolium,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a7658
nudiflorum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a7929
patulum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a8624
perforatum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a8783
punctatum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a9495
setosum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a10703
stragulum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a11175
tetrapterum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a11681
tomentosum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Hypericum,a11790
japonicum,Div4,Cls7,Hypericaceaeord,Hypericaceae,,,Triadenum,a5850
cupressiforme,Div4,Cls7,Hypnaceaeord,Hypnaceae,,,Hypnum,a3018
sulcata,Div4,Cls7,Hypnodendraceaeord,Hypnodendraceae,,,Braithwaitea,a11396
comosum,Div4,Cls7,Hypnodendraceaeord,Hypnodendraceae,,,Hypnodendron,a2559
vitiense,Div4,Cls7,Hypnodendraceaeord,Hypnodendraceae,,,Hypnodendron,a12493
menziesii,Div4,Cls7,Hypnodendraceaeord,Hypnodendraceae,,,Sciadocladus,a7129
billardieri,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Hypogymnia,a1465
enteromorphoides,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Hypogymnia,a3874
mundata,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Hypogymnia,a7590
pulverata,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Hypogymnia,a9453
subphysodes,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Hypogymnia,a11333
dielsii,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Menegazzia,a3404
eperforata,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Menegazzia,a3879
platytrema,Div4,Cls7,Hypogymniaceaeord,Hypogymniaceae,,,Menegazzia,a9020
bulbosum,Div4,Cls7,Hypopterygiaceaeord,Hypopterygiaceae,,,Cyathophorum,a1765
novae-seelandiae,Div4,Cls7,Hypopterygiaceaeord,Hypopterygiaceae,,,Hypopterygium,a7898
rotulatum,Div4,Cls7,Hypopterygiaceaeord,Hypopterygiaceae,,,Hypopterygium,a10105
concinnum,Div4,Cls7,Hypopterygiaceaeord,Hypopterygiaceae,,,Lopidium,a2602
ensifolia,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Curculigo,a3868
exilis,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a4089
glabella,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a4728
hirsuta,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a5340
hygrometrica,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a5520
marginata,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a6960
pratensis,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a9206
pusilla,Div4,Cls7,Hypoxidaceaeord,Hypoxidaceae,,,Hypoxis,a9562
stricta,Div4,Cls7,Iridaceaeord,Iridaceae,,,Babiana,a11214
crocosmiiflora,Div4,Cls7,Iridaceaeord,Iridaceae,,,Crocosmia,a2923
pulcherrimum,Div4,Cls7,Iridaceaeord,Iridaceae,,,Dierama,a9443
moraea,Div4,Cls7,Iridaceaeord,Iridaceae,,,Diplarrhena,a7480
armstrongii,Div4,Cls7,Iridaceaeord,Iridaceae,,,Freesia,a813
refracta,Div4,Cls7,Iridaceaeord,Iridaceae,,,Freesia,a9813
carneus,Div4,Cls7,Iridaceaeord,Iridaceae,,,Gladiolus,a2112
dalenii,Div4,Cls7,Iridaceaeord,Iridaceae,,,Gladiolus,a3124
hybrid,Div4,Cls7,Iridaceaeord,Iridaceae,,,Gladiolus,a5506
undulatus,Div4,Cls7,Iridaceaeord,Iridaceae,,,Gladiolus,a12112
setifolia,Div4,Cls7,Iridaceaeord,Iridaceae,,,Gynandriris,a10687
cristata,Div4,Cls7,Iridaceaeord,Iridaceae,,,Iris,a2912
foetidissima,Div4,Cls7,Iridaceaeord,Iridaceae,,,Iris,a4442
germanica,Div4,Cls7,Iridaceaeord,Iridaceae,,,Iris,a4687
laevigata,Div4,Cls7,Iridaceaeord,Iridaceae,,,Iris,a6032
verna,Div4,Cls7,Iridaceaeord,Iridaceae,,,Iris,a12273
tasmanica,Div4,Cls7,Iridaceaeord,Iridaceae,,,Isophysis,a11493
flexuosa,Div4,Cls7,Iridaceaeord,Iridaceae,,,Ixia,a4375
hybrid,Div4,Cls7,Iridaceaeord,Iridaceae,,,Ixia,a5507
maculata,Div4,Cls7,Iridaceaeord,Iridaceae,,,Ixia,a6874
polystachya,Div4,Cls7,Iridaceaeord,Iridaceae,,,Ixia,a9122
laxa,Div4,Cls7,Iridaceaeord,Iridaceae,,,Lapeirousia,a6270
ixioides,Div4,Cls7,Iridaceaeord,Iridaceae,,,Libertia,a5810
paniculata,Div4,Cls7,Iridaceaeord,Iridaceae,,,Libertia,a8448
pulchella,Div4,Cls7,Iridaceaeord,Iridaceae,,,Libertia,a9426
flaccida,Div4,Cls7,Iridaceaeord,Iridaceae,,,Moraea,a4328
setifolia,Div4,Cls7,Iridaceaeord,Iridaceae,,,Moraea,a10688
laxus,Div4,Cls7,Iridaceaeord,Iridaceae,,,Orthrosanthus,a6291
fragilis,Div4,Cls7,Iridaceaeord,Iridaceae,,,Patersonia,a4510
glabrata,Div4,Cls7,Iridaceaeord,Iridaceae,,,Patersonia,a4764
longifolia,Div4,Cls7,Iridaceaeord,Iridaceae,,,Patersonia,a6637
longiscapa,Div4,Cls7,Iridaceaeord,Iridaceae,,,Patersonia,a6676
occidentalis,Div4,Cls7,Iridaceaeord,Iridaceae,,,Patersonia,a8068
sericea,Div4,Cls7,Iridaceaeord,Iridaceae,,,Patersonia,a10593
minutiflora,Div4,Cls7,Iridaceaeord,Iridaceae,,,Romulea,a7292
rosea,Div4,Cls7,Iridaceaeord,Iridaceae,,,Romulea,a10072
albidum,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sisyrinchium,a301
bermudiana,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sisyrinchium,a1380
campestre,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sisyrinchium,a1932
iridifolium,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sisyrinchium,a5786
micranthum,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sisyrinchium,a7164
mucronatum,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sisyrinchium,a7505
bulbifera,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sparaxis,a1759
tricolor,Div4,Cls7,Iridaceaeord,Iridaceae,,,Sparaxis,a11886
augusta,Div4,Cls7,Iridaceaeord,Iridaceae,,,Watsonia,a974
meriana,Div4,Cls7,Iridaceaeord,Iridaceae,,,Watsonia,a7134
drummondii,Div4,Cls7,Isoetaceaeord,Isoetaceae,,,Isoetes,a3642
muelleri,Div4,Cls7,Isoetaceaeord,Isoetaceae,,,Isoetes,a7527
chinense,Div4,Cls7,Iteaceaeord,Iteaceae,,,Itea,a2289
chinensis,Div4,Cls7,Iteaceaeord,Iteaceae,,,Itea,a2304
glabra,Div4,Cls7,Juglandaceaeord,Juglandaceae,,,Carya,a4750
illinoinensis,Div4,Cls7,Juglandaceaeord,Juglandaceae,,,Carya,a5570
tomentosa,Div4,Cls7,Juglandaceaeord,Juglandaceae,,,Carya,a11779
ailantifolia,Div4,Cls7,Juglandaceaeord,Juglandaceae,,,Juglans,a248
regia,Div4,Cls7,Juglandaceaeord,Juglandaceae,,,Juglans,a9819
acuminatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a129
acutiflorus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a142
acutus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a156
alexandri,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a332
amabilis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a411
anceps,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a499
aridicola,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a782
articulatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a846
astreptus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a926
australis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1132
balticus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1255
bassianus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1314
brevibracteus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1644
bufonius,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1757
bulbosus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1767
caespiticius,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1830
canadensis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a1968
capillaceus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2041
capitatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2067
cognatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2495
compressus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2588
continuus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2685
cooperi,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2709
coriaceus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a2744
debilis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a3182
dolichanthus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a3600
dudleyi,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a3673
effusus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a3735
falcatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4133
filicaulis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4231
filipendulus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4273
firmus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4299
flavidus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4359
fockei,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4435
fontanesii,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4463
gerardi,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a4685
gregiflorus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5078
holoschoenus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5407
homalocaulis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5412
imbricatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5583
ingens,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5694
kramerii,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5979
kraussii,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a5983
laeviusculus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a6058
leschenaultii,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a6399
longistylis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a6688
marginatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a6969
megacephalus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a7069
microcephalus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a7192
mollis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a7362
nodatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a7849
nodosus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a7863
ochrocoleus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a8085
pallidus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a8380
pauciflorus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a8647
phaeanthus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a8843
planifolius,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a8987
plumosa,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9043
polyanthemus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9082
primatocarpus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9228
prismatocarpus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9233
procerus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9250
psammophilus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9339
radula,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9715
remotiflorus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9831
revolutus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a9933
sandwithii,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a10315
sarophorus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a10346
scheuchzerioides,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a10441
scirpoides,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a10467
semisolidus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a10564
stipulatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a11154
subglaucus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a11322
subsecundus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a11343
tenuis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a11591
torreyi,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a11804
usitatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a12149
vaginatus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Juncus,a12179
abyssinica,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a14
acutifolia,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a145
alopecurus,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a351
alpestris,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a354
campestris,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a1937
confusa,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a2633
densiflora,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a3277
flaccida,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a4329
meridionalis,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a7136
modesta,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a7345
oligantha,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a8175
ovata,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a8297
planifolius,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a8988
plumosa,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a9044
silvatica,Div4,Cls7,Juncaceaeord,Juncaceae,,,Luzula,a10759
grandiflorum,Div4,Cls7,Juncaceaeord,Juncaceae,,,Marsippospermum,a5017
reichei,Div4,Cls7,Juncaceaeord,Juncaceae,,,Marsippospermum,a9821
magellanica,Div4,Cls7,Juncaceaeord,Juncaceae,,,Rostkovia,a6900
triglochinoides,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Maundia,a11924
magellanicum,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Tetroncium,a6904
calcitrapa,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a1855
centrocarpa,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a2200
dubia,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a3661
dubium,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a3667
maritimum,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a7002
multifructum,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a7582
procera,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a9240
procerum,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a9248
striata,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a11187
striatum,Div4,Cls7,Juncaginaceaeord,Juncaginaceae,,,Triglochin,a11198
monodon,Div4,Cls7,Jungermanniaceaeord,Jungermanniaceae,,,Cuspidatula,a7396
alpinus,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Acinos,a382
foeniculum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Agastache,a4438
australis,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Ajuga,a1133
reptans,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Ajuga,a9865
sinuata,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Ajuga,a10818
nigra,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Ballota,a7779
polystachyon,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Basilicum,a9124
ciliata,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Blephilia,a2359
baetica,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Calamintha,a1223
granatensis,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Calamintha,a4987
heterotricha,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Calamintha,a5292
nepeta,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Calamintha,a7736
umbrosa,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Calamintha,a12084
parviflora,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Chloanthes,a8537
stoechadis,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Chloanthes,a11163
cyrtophyllum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a3115
deflexum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a3246
floribundum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a4406
inerme,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a5682
paniculatum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a8460
tomentosum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a11791
traceyanum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a11822
viscosum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clerodendrum,a12487
vulgare,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Clinopodium,a12532
cyanocalyx,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Cyanostegia,a3071
lanceolata,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Cyanostegia,a6099
exsuccosa,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Dicrastylis,a4103
gilesii,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Dicrastylis,a4716
lewellinii,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Dicrastylis,a6434
patrini,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Elsholtzia,a8618
neo-ebudica,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Faradaya,a7726
ovalifolia,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Faradaya,a8284
splendida,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Faradaya,a11024
bifida,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Galeopsis,a1431
hederacea,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Glechoma,a5214
hederaceum,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Glechoma,a5216
hemiderma,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Glossocarya,a5238
leichhardtii,Div4,Cls7,Lamiaceaeord,Lamiaceae,,,Gmelina,a6311
